案件編號,發生日期,GPS經度,GPS緯度,案件類別名稱,地址類型名稱,發生縣市名稱,受傷人數,天候名稱, 速限-第1當事者,道路型態大類別名稱,事故位置大類別名稱,號誌-號誌種類名稱,事故類型及型態大類別名稱,肇因研判子類別名稱-主要
11001AC191A0002,20210107,120.229231,22.981324,交通事故,一般地址,臺南市東區東門路2段411號,0,雨,50,單路部分,路段,無號誌,汽(機)車本身,未注意車前狀態
11001AC191B0012,20210101,120.211475,22.98931,交通事故,其他,臺南市東區段號東門路一段3號前(東門圓環),1,晴,40,圓環廣場,其他,行車管制號誌,車與車,其他引起事故之違規或不當行為
11001AC191B0027,20210101,120.227152,23.000013,交通事故,交叉路口,臺南市東區小東路段號小東路1986,1,晴,50,單路部分,路段,無號誌,車與車,未注意車前狀態
11001AC191B0052,20210102,120.221859,22.995988,交通事故,交叉路口,臺南市東區長榮路3段號大學路,1,晴,50,交岔路,交叉路口,行車管制號誌,車與車,違反特定標誌(線)禁制
11001AC191B0056,20210101,120.237677,22.971835,交通事故,一般地址,臺南市東區自由路2段52號,4,晴,50,交岔路,交叉路口,行車管制號誌,車與車,不明原因肇事
11001AC191B0075,20210101,120.230536,22.982161,交通事故,一般地址,臺南市東區中華東路2段311號,1,晴,50,單路部分,路段,行車管制號誌,車與車,未保持行車安全距離
11001AC191B0108,20210101,120.212214,22.980918,交通事故,交叉路口,臺南市東區大同路段號林森路,2,陰,50,交岔路,交叉路口,行車管制號誌,車與車,未依規定讓車
11001AC191B0111,20210101,120.215941,22.96747,交通事故,交叉路口,臺南市東區大同路2段號國民路,1,晴,50,交岔路,交叉路口,行車管制號誌,汽(機)車本身,未注意車前狀態
11001AC191B0130,20210101,120.221426,22.976082,交通事故,交叉路口,臺南市東區崇明路段號崇明十街,2,晴,40,交岔路,交叉路口,行車管制號誌,車與車,左轉彎未依規定
11001AC191B0132,20210102,120.232238,22.98283,交通事故,交叉路口,臺南市東區中華東路2段243號中華東路224324,1,晴,30,交岔路,交叉路口,無號誌,車與車,未依規定讓車
11001AC191B0161,20210103,120.226567,22.993136,交通事故,一般地址,臺南市東區東安路段95號,1,晴,50,單路部分,路段,無號誌,車與車,變換車道或方向不當
11001AC191B0167,20210103,120.230695,22.969885,交通事故,交叉路口,臺南市東區崇善路段號崇善十六街,2,晴,40,單路部分,路段,無號誌,汽(機)車本身,未注意車前狀態
11001AC191B0173,20210104,120.229424,22.969165,交通事故,交叉路口,臺南市東區崇德十六街段號崇德十七街,1,晴,30,交岔路,交叉路口,無號誌,車與車,未依規定讓車
11001AC191B0182,20210104,120.229065,22.984056,交通事故,一般地址,臺南市東區東門路2段30189號,2,晴,30,交岔路,交叉路口,無號誌,車與車,未依規定讓車
11001AC191B0191,20210104,120.239177,22.998337,交通事故,其他,臺南市東區段號小東路憲兵隊前(416號停車格),1,晴,50,單路部分,路段,無號誌,車與車,起步未注意其他車(人)安全
11001AC191B0202,20210104,120.230827,22.977838,交通事故,交叉路口,臺南市東區文化一街段號文化二街,1,晴,50,交岔路,交叉路口,無號誌,車與車,未依規定讓車
11001AC191B0213,20210104,120.245095,22.981242,交通事故,交叉路口,臺南市東區裕信路段號裕忠一街,2,晴,50,單路部分,路段,無號誌,車與車,其他引起事故之違規或不當行為
11001AC191B0225,20210104,120.211647,22.989167,交通事故,一般地址,臺南市東區東門圓環段號,1,晴,40,圓環廣場,其他,行車管制號誌,車與車,未依規定讓車
11001AC191B0229,20210104,120.221282,22.973826,交通事故,交叉路口,臺南市東區中華東路3段號中華東路3336,1,晴,60,交岔路,交叉路口,行車管制號誌,車與車,違反號誌管制或指揮
11001AC191B0231,20210104,120.232693,22.985552,交通事故,一般地址,臺南市東區中華東路2段968號,1,晴,30,單路部分,路段,無號誌,車與車,未依規定讓車
11001AC191B0245,20210104,120.231022,22.96905,交通事故,其他,臺南市東區段號崇善路與崇善十二街路口,3,晴,50,交岔路,交叉路口,無號誌,車與車,未依規定讓車
11001AC191B0246,20210104,120.233918,22.994259,交通事故,一般地址,臺南市東區中華東路1段196號0,1,晴,40,單路部分,路段,無號誌,車與車,未注意車前狀態
11001AC191B0248,20210104,120.230568,22.998804,交通事故,其他,臺南市東區段號東和路與小東路254巷路口附近,1,晴,50,交岔路,交叉路口,行車管制號誌(附設行人專用號誌),車與車,違反號誌管制或指揮
11001AC191B0249,20210104,120.223856,22.99165,交通事故,其他,臺南市東區段號林森路二段近東寧路路口,1,晴,50,單路部分,路段,無號誌,汽(機)車本身,未注意車前狀態
11001AC191B0250,20210104,120.233918,22.994259,交通事故,一般地址,臺南市東區中華東路1段196號,2,晴,40,單路部分,路段,無號誌,汽(機)車本身,未注意車前狀態
11001AC191B0262,20210102,120.213842,22.981147,交通事故,其他,臺南市東區段號林森路一段132號,2,晴,40,單路部分,路段,無號誌,車與車,其他裝載不當肇事
11001AC191B0322,20210105,120.23277,22.988566,交通事故,交叉路口,臺南市東區東寧路段號裕農路,1,晴,0,單路部分,路段,無號誌,汽(機)車本身,未注意車前狀態
11001AC191B0331,20210104,120.230933,22.969378,交通事故,一般地址,臺南市東區崇善路段717號0,1,晴,50,單路部分,路段,無號誌,車與車,變換車道或方向不當
11001AC191B0335,20210106,120.223722,22.980239,交通事故,交叉路口,臺南市東區崇學路段號崇善路,1,晴,50,交岔路,其他,行車管制號誌,人與汽(機)車,未依規定讓車
11001AC191B0337,20210105,120.227135,22.995248,交通事故,一般地址,臺南市東區東安路段184號,1,晴,50,單路部分,路段,無號誌,車與車,開啟車門不當而肇事
11001AC191B0344,20210105,120.237873,22.98754,交通事故,一般地址,臺南市東區裕農路段726號,1,晴,50,交岔路,交叉路口,無號誌,車與車,未依規定讓車
11001AC191B0347,20210106,120.235774,22.996125,交通事故,其他,臺南市東區段號後甲一路上(近平實三街),1,晴,50,單路部分,路段,無號誌,車與車,未依規定讓車
11001AC191B0354,20210106,120.234214,22.971529,交通事故,一般地址,臺南市東區仁和路段10947號,2,晴,30,交岔路,交叉路口,無號誌,車與車,未依規定讓車
11001AC191B0359,20210106,120.227405,22.990207,交通事故,交叉路口,臺南市東區東寧路段號怡東路,1,晴,50,交岔路,交叉路口,行車管制號誌,車與車,未依規定讓車
11001AC191B0363,20210106,120.248019,22.979829,交通事故,其他,臺南市東區段號裕義路與裕英街路口,2,晴,50,交岔路,交叉路口,行車管制號誌,車與車,起步未注意其他車(人)安全
11001AC191B0374,20210106,120.222466,22.991701,交通事故,交叉路口,臺南市東區東寧路段號東寧路134,1,晴,30,交岔路,交叉路口,行車管制號誌,車與車,未依規定讓車
11001AC191B0377,20210106,120.239403,22.989058,交通事故,交叉路口,臺南市東區裕農路段號裕農三街,1,晴,50,單路部分,路段,行車管制號誌,車與車,未注意車前狀態
11001AC191B0389,20210106,120.215619,22.98589,交通事故,交叉路口,臺南市東區樹林街1段號慶東街,1,晴,50,交岔路,交叉路口,行車管制號誌,車與車,其他引起事故之違規或不當行為
11001AC191B0391,20210106,120.213619,22.977855,交通事故,一般地址,臺南市東區大同路2段125號,1,晴,50,單路部分,路段,行車管制號誌,車與車,未保持行車安全距離
11001AC191B0396,20210106,120.211504,22.989744,交通事故,一般地址,臺南市東區北門路1段10號,2,晴,50,單路部分,路段,無號誌,車與車,起步未注意其他車(人)安全
11001AC191B0405,20210106,120.233689,22.970369,交通事故,交叉路口,臺南市東區仁和路段號崇善東路,2,晴,50,交岔路,交叉路口,行車管制號誌,車與車,未依規定讓車
11001AC191B0424,20210107,120.236934,22.986512,交通事故,一般地址,臺南市東區裕農路段66855號,1,陰,30,單路部分,路段,無號誌,汽(機)車本身,未注意車前狀態
11001AC191B0433,20210107,120.216726,22.984646,交通事故,交叉路口,臺南市東區府連路段號府連東路,2,晴,50,交岔路,交叉路口,行車管制號誌,車與車,違反號誌管制或指揮
11001AC191B0454,20210107,120.223437,22.979572,交通事故,交叉路口,臺南市東區榮譽街段號崇學路16,2,晴,30,交岔路,交叉路口,無號誌,車與車,未依規定讓車
11001AC191B0455,20210105,120.23336,22.976385,交通事故,交叉路口,臺南市東區文化二街段號文化三街,1,晴,50,交岔路,交叉路口,行車管制號誌,人與汽(機)車,未保持行車安全間隔
11001AC191B0456,20210107,120.230067,22.986086,交通事故,交叉路口,臺南市東區裕農路段288號裕農路44670,1,晴,30,交岔路,交叉路口,無號誌,車與車,未依規定讓車
11001AC191B0458,20210105,120.230602,22.998815,交通事故,交叉路口,臺南市東區小東路段號裕永路,1,晴,50,交岔路,交叉路口,行車管制號誌,車與車,未依規定讓車
11001AC191B0459,20210105,120.220403,22.992021,交通事故,其他,臺南市東區東寧路段42號東寧路42號,1,晴,40,交岔路,交叉路口,無號誌,車與車,未依規定讓車
11001AC191B0463,20210105,120.234017,22.991594,交通事故,交叉路口,臺南市東區中華東路1段號瑞祥街,1,晴,40,交岔路,交叉路口,無號誌,汽(機)車本身,其他引起事故之違規或不當行為
11001AC191B0466,20210104,120.245173,22.986748,交通事故,交叉路口,臺南市東區裕信路段號裕英街,2,晴,50,交岔路,交叉路口,行車管制號誌,車與車,未注意車前狀態
11001AC191B0467,20210107,120.237508,22.974749,交通事故,一般地址,臺南市東區自由路2段218號,1,晴,50,單路部分,路段,無號誌,車與車,未注意車前狀態
11001AC191B0474,20210107,120.220921,22.992808,交通事故,一般地址,臺南市東區東寧路段1518號,1,晴,40,單路部分,路段,無號誌,汽(機)車本身,其他引起事故之違規或不當行為
11001AC191B0475,20210107,120.216972,22.987219,交通事故,一般地址,臺南市東區東門路1段231號,1,晴,40,圓環廣場,路段,無號誌,車與車,未注意車前狀態
11001AC191B0480,20210106,120.222331,22.984613,交通事故,一般地址,臺南市東區崇仁街段1之1號,1,晴,30,交岔路,交叉路口,無號誌,車與車,未注意車前狀態
11001AC191B0492,20210101,120.231907,22.979453,交通事故,一般地址,臺南市東區東門路3段85號,2,晴,60,單路部分,路段,無號誌,車與車,未保持行車安全距離
11001AC191B0495,20210101,120.231232,22.968556,交通事故,一般地址,臺南市東區崇善路段741號,2,晴,50,交岔路,交叉路口,無號誌,車與車,違規超車
11001AC191B0496,20210101,120.23142,22.983454,交通事故,交叉路口,臺南市東區中華東路2段號中華東路2243,1,晴,60,交岔路,交叉路口,行車管制號誌,車與車,違反號誌管制或指揮
11001AC191B0497,20210104,120.230051,22.987216,交通事故,一般地址,臺南市東區裕農路段360號,2,晴,40,單路部分,路段,無號誌,人與汽(機)車,未注意車前狀態
11001AC191B0498,20210105,120.219937,22.983314,交通事故,交叉路口,臺南市東區林森路1段號崇善路,3,晴,40,交岔路,交叉路口,行車管制號誌,車與車,未注意車前狀態
11001AC191B0499,20210108,120.224287,22.976244,交通事故,交叉路口,臺南市東區崇德路段號崇德四街,2,陰,50,交岔路,交叉路口,行車管制號誌,車與車,違反號誌管制或指揮
11001AC191B0512,20210108,120.222934,22.987143,交通事故,交叉路口,臺南市東區林森路段號衛國街,1,晴,40,交岔路,交叉路口,行車管制號誌,車與車,未依規定讓車
11001AC191B0522,20210108,120.214351,22.985864,交通事故,一般地址,臺南市東區光華街段22923號,2,晴,50,交岔路,交叉路口,無號誌,車與車,未注意車前狀態
11001AC191B0524,20210108,120.246794,22.976528,交通事故,交叉路口,臺南市東區裕信六街段號裕華三街,2,晴,50,交岔路,交叉路口,無號誌,車與車,未依規定讓車
11001AC191B0534,20210108,120.219961,22.98329,交通事故,交叉路口,臺南市東區林森路1段號崇善路,1,晴,50,交岔路,交叉路口,行車管制號誌,車與車,違反號誌管制或指揮
11001AC191B0537,20210106,120.222737,22.991393,交通事故,一般地址,臺南市東區東寧路段136號0,1,晴,50,單路部分,路段,行車管制號誌,汽(機)車本身,未注意車前狀態
11001AC191B0540,20210107,120.212841,22.986016,交通事故,一般地址,臺南市東區大同路1段14155之8號,1,晴,30,交岔路,交叉路口,無號誌,汽(機)車本身,煞車失靈
11001AC191B0545,20210107,120.212065,22.981285,交通事故,交叉路口,臺南市東區林森路1段號大同路2,1,晴,40,交岔路,交叉路口,行車管制號誌,汽(機)車本身,未注意車前狀態
11001AC191B0557,20210107,120.2241,22.993747,交通事故,其他,臺南市東區段號東寧運動公園旁便道,1,晴,30,單路部分,路段,無號誌,汽(機)車本身,未注意車前狀態
11001AC191B0560,20210108,120.234319,22.994622,交通事故,交叉路口,臺南市東區中華東路1段號平實五路,1,晴,60,交岔路,交叉路口,行車管制號誌(附設行人專用號誌),車與車,右轉彎未依規定
11001AC191B0564,20210108,120.226948,22.985864,交通事故,交叉路口,臺南市東區裕農路段號裕豐街,3,晴,50,交岔路,交叉路口,行車管制號誌,車與車,未依規定讓車
11001AC191B0568,20210104,120.2236,22.985083,交通事故,一般地址,臺南市東區東門路2段208號,1,晴,40,單路部分,路段,無號誌,汽(機)車本身,未保持行車安全距離
11001AC191B0571,20210108,120.234095,22.994117,交通事故,一般地址,臺南市東區中華東路1段202號,1,晴,60,單路部分,路段,無號誌,車與車,未保持行車安全距離
11001AC191B0576,20210108,120.218377,22.998982,交通事故,其他,臺南市東區段號勝利路(光復校區側門前),1,晴,40,交岔路,交叉路口,行車管制號誌,汽(機)車本身,未注意車前狀態
11001AC191B0584,20210108,120.22749,22.972108,交通事故,交叉路口,臺南市東區崇德路段號崇道路,1,晴,40,單路部分,路段,無號誌,車與車,未注意車前狀態
11001AC191B0609,20210108,120.216252,22.968418,交通事故,一般地址,臺南市東區大同路2段585號,1,陰,30,單路部分,路段,無號誌,車與車,未靠右行駛
11001AC191B0611,20210109,120.226166,22.977714,交通事故,一般地址,臺南市東區中華東路3段170號,1,晴,40,單路部分,路段,無號誌,車與車,未保持行車安全距離
11001AC191B0615,20210109,120.241588,22.985668,交通事故,一般地址,臺南市東區裕忠路段160-1號,1,晴,50,單路部分,路段,無號誌,車與車,未依規定讓車
11001AC191B0616,20210101,120.234025,22.991602,交通事故,交叉路口,臺南市東區中華東路1段號瑞祥街,3,晴,60,交岔路,交叉路口,無號誌,車與車,未保持行車安全間隔
11001AC191B0618,20210109,120.225749,22.975213,交通事故,交叉路口,臺南市東區崇德路段號崇明十三街,1,晴,50,交岔路,交叉路口,行車管制號誌,車與車,未依規定讓車
11001AC191B0619,20210109,120.229423,22.968201,交通事故,交叉路口,臺南市東區崇德十九街段號崇德十八街,3,晴,30,交岔路,交叉路口,無號誌,車與車,未依規定讓車
11001AC191B0627,20210109,120.236497,22.982214,交通事故,其他,臺南市東區段號富農街一段188巷67號前,1,晴,30,單路部分,路段,無號誌,車與車,未注意車前狀態
11001AC191B0638,20210108,120.226422,22.978724,交通事故,交叉路口,臺南市東區崇善一街段號崇善一街3,1,晴,50,交岔路,交叉路口,無號誌,車與車,未注意車前狀態
11001AC191B0642,20210109,120.212685,22.985907,交通事故,交叉路口,臺南市東區府連路段195號大同路1141,1,晴,30,交岔路,交叉路口,無號誌,車與車,未依規定讓車
11001AC191B0650,20210109,120.227526,22.969219,交通事故,一般地址,臺南市東區崇德路段667號,1,晴,40,單路部分,路段,行車管制號誌,車與車,違反號誌管制或指揮
11001AC191B0655,20210108,120.230468,22.999011,交通事故,交叉路口,臺南市東區小東路段號東和路,1,晴,50,交岔路,交叉路口,行車管制號誌,車與車,未保持行車安全距離
11001AC191B0662,20210103,120.230342,22.970877,交通事故,交叉路口,臺南市東區崇善路段號崇善十街,2,晴,40,單路部分,路段,無號誌,車與車,左轉彎未依規定
11001AC191B0664,20210104,120.236457,22.988637,交通事故,交叉路口,臺南市東區裕農路段號裕農路726,1,晴,50,交岔路,路段,無號誌,車與車,迴轉未依規定
11001AC191B0665,20210106,120.214265,22.974696,交通事故,交叉路口,臺南市東區大同路2段號大同路2406,1,晴,50,交岔路,路段,行車管制號誌,汽(機)車本身,未注意車前狀態
11001AC191B0666,20210106,120.223106,22.987122,交通事故,交叉路口,臺南市東區林森路2段號衛國街,1,晴,40,交岔路,其他,行車管制號誌(附設行人專用號誌),汽(機)車本身,其他引起事故之違規或不當行為
11001AC191B0680,20210108,120.229905,22.982349,交通事故,一般地址,臺南市東區中華東路2段236號,1,陰,50,單路部分,路段,無號誌,車與車,未依規定讓車
11001AC191B0696,20210104,120.243262,22.989752,交通事故,一般地址,臺南市東區裕農路段888號,1,晴,40,單路部分,路段,無號誌,車與車,未注意車前狀態
11001AC191B0698,20210109,120.223177,22.987114,交通事故,一般地址,臺南市東區衛國街段96號,2,晴,30,交岔路,交叉路口,行車管制號誌,車與車,起步未注意其他車(人)安全
11001AC191B0712,20210109,120.235199,22.97688,交通事故,一般地址,臺南市東區東門路3段225號,1,晴,40,單路部分,路段,無號誌,車與車,未注意車前狀態
11001AC191B0713,20210110,120.224638,23.000253,交通事故,一般地址,臺南市東區林森路2段500號,1,晴,40,單路部分,路段,無號誌,汽(機)車本身,其他引起事故之故障
11001AC191B0719,20210110,120.225979,22.970144,交通事故,其他,臺南市東區段號崇明十八街5號前,1,晴,50,單路部分,路段,無號誌,車與車,迴轉未依規定
11001AC191B0726,20210110,120.233039,22.972205,交通事故,一般地址,臺南市東區仁和路段34820號,1,晴,30,交岔路,交叉路口,無號誌,汽(機)車本身,違反特定標誌(線)禁制
11001AC191B0727,20210109,120.231394,22.979574,交通事故,交叉路口,臺南市東區東門路3段號東成街,2,晴,50,交岔路,交叉路口,行車管制號誌,車與車,未依規定讓車
11001AC191B0741,20210109,120.232071,22.992881,交通事故,一般地址,臺南市東區凱旋路段46號,1,晴,50,單路部分,路段,無號誌,車與車,未保持行車安全間隔
11001AC191B0769,20210111,120.218679,22.983101,交通事故,其他,臺南市東區段號大東夜市前,1,晴,40,單路部分,路段,無號誌,汽(機)車本身,不明原因肇事
11001AC191B0779,20210108,120.227864,22.986748,交通事故,一般地址,臺南市東區裕豐街段21482號,2,晴,30,單路部分,路段,無號誌,車與車,其他引起事故之違規或不當行為
11001AC191B0812,20210111,120.2337,22.99475,交通事故,交叉路口,臺南市東區東平路段號東平路9,1,晴,50,交岔路,交叉路口,閃光號誌,車與車,未依規定讓車
11001AC191B0828,20210111,120.212858,23.000499,交通事故,一般地址,臺南市東區北門路2段20號,1,晴,50,單路部分,路段,無號誌,車與車,未注意車前狀態
11001AC191B0843,20210111,120.227404,22.98835,交通事故,交叉路口,臺南市東區裕豐街段號裕豐街185,1,晴,30,交岔路,交叉路口,無號誌,車與車,未依規定讓車
11001AC191B0850,20210111,120.231236,22.968503,交通事故,交叉路口,臺南市東區崇善路段號崇德十九街,2,陰,50,交岔路,交叉路口,無號誌,車與車,未依規定讓車
11001AC191B0885,20210111,120.229451,22.981021,交通事故,其他,臺南市東區段號中華東路三段與東門路三段路口,1,晴,40,交岔路,交叉路口,行車管制號誌(附設行人專用號誌),車與車,未依規定讓車
11001AC191B0891,20210111,120.218136,22.982939,交通事故,其他,臺南市東區段號台南監理站對面(林森路一段路面),1,晴,50,單路部分,路段,閃光號誌,車與車,違規停車或暫停不當而肇事
11001AC191B0896,20210112,120.229141,22.974518,交通事故,交叉路口,臺南市東區崇善路段號崇善四街,2,晴,50,交岔路,交叉路口,無號誌,車與車,未依規定讓車
11001AC191B0900,20210104,120.217385,22.982563,交通事故,交叉路口,臺南市東區林森路1段號崇德路,1,晴,50,交岔路,交叉路口,行車管制號誌(附設行人專用號誌),車與車,未依規定讓車
11001AC191B0916,20210112,120.227527,22.960365,交通事故,交叉路口,臺南市東區崇德路段號崇德三十二街,2,陰,50,交岔路,路段,無號誌,車與車,未依規定讓車
11001AC191B0917,20210106,120.22055,22.97781,交通事故,其他,臺南市東區段號崇學路17號前,2,晴,0,交岔路,交叉路口,無號誌,車與車,變換車道或方向不當
11001AC191B0923,20210109,120.22682,22.98142,交通事故,交叉路口,臺南市東區崇信街段號崇信街51,2,晴,40,交岔路,交叉路口,無號誌,車與車,未依規定讓車
11001AC191B0930,20210112,120.212723,22.98971,交通事故,交叉路口,臺南市東區前鋒路段號新樓街,1,晴,50,交岔路,交叉路口,閃光號誌,車與車,未依規定讓車
11001AC191B0938,20210112,120.227757,22.986009,交通事故,一般地址,臺南市東區裕農路段28814號,2,晴,30,單路部分,路段,無號誌,車與車,起步未注意其他車(人)安全
11001AC191B0943,20210112,120.221532,22.992787,交通事故,其他,臺南市東區段號長榮路三段與東寧路15巷路口,2,晴,50,交岔路,交叉路口,行車管制號誌,車與車,違反號誌管制或指揮
11001AC191B0947,20210112,120.225685,22.967721,交通事故,交叉路口,臺南市東區崇明路段號崇明十二街,2,晴,50,交岔路,交叉路口,無號誌,車與車,未注意車前狀態
11001AC191B0957,20210112,120.236356,22.961908,交通事故,交叉路口,臺南市東區崇善路段號德東街,2,陰,50,交岔路,交叉路口,行車管制號誌,車與車,左轉彎未依規定
11001AC191B0959,20210112,120.217694,22.983519,交通事故,其他,臺南市東區段號長榮路一段127號前,1,晴,40,單路部分,路段,無號誌,汽(機)車本身,未注意車前狀態
11001AC191B0962,20210112,120.225628,22.983911,交通事故,交叉路口,臺南市東區東門路段號富德街,1,晴,50,交岔路,交叉路口,閃光號誌,車與車,未依規定讓車
11001AC191B0968,20210112,120.221708,22.995164,交通事故,一般地址,臺南市東區長榮路3段125號0,2,晴,50,交岔路,交叉路口,閃光號誌,汽(機)車本身,未注意車前狀態
11001AC191B0970,20210110,120.229413,22.981227,交通事故,交叉路口,臺南市東區中華東路3段號東門路2,1,晴,50,交岔路,交叉路口,行車管制號誌(附設行人專用號誌),車與車,右轉彎未依規定
11001AC191B0972,20210112,120.239386,22.989044,交通事故,交叉路口,臺南市東區裕農路段號裕農三街,1,晴,50,交岔路,交叉路口,行車管制號誌,車與車,變換車道或方向不當
11001AC191B0973,20210112,120.233906,22.989015,交通事故,一般地址,臺南市東區中華東路1段263號,2,晴,50,圓環廣場,其他,行車管制號誌(附設行人專用號誌),人與汽(機)車,未注意車前狀態
11001AC191B0986,20210113,120.217331,22.982645,交通事故,交叉路口,臺南市東區林森路1段號崇德路,2,晴,50,交岔路,交叉路口,行車管制號誌,車與車,爭(搶)道行駛
11001AC191B0987,20210113,120.22672,22.974566,交通事故,一般地址,臺南市東區崇德路段477號,1,晴,40,單路部分,路段,無號誌,車與車,未注意車前狀態
11001AC191B0992,20210113,120.215724,22.975152,交通事故,其他,臺南市東區段號立德二路與立德二路54巷路口,1,晴,30,交岔路,交叉路口,無號誌,汽(機)車本身,未注意車前狀態
11001AC191B1005,20210111,120.213004,22.979548,交通事故,一般地址,臺南市東區大同路2段63號0,1,晴,50,單路部分,路段,無號誌,車與車,變換車道或方向不當
11001AC191B1012,20210113,120.212243,22.980911,交通事故,交叉路口,臺南市東區大同路2段號林森路1,1,晴,50,交岔路,交叉路口,行車管制號誌,車與車,未依規定讓車
11001AC191B1014,20210113,120.228958,22.995427,交通事故,一般地址,臺南市東區東平路段174號,1,晴,50,單路部分,路段,無號誌,車與車,迴轉未依規定
11001AC191B1016,20210113,120.216514,22.991195,交通事故,交叉路口,臺南市東區青年路段號慶東街,1,晴,50,交岔路,交叉路口,行車管制號誌,車與車,未依規定讓車
11001AC191B1027,20210113,120.228528,22.970609,交通事故,交叉路口,臺南市東區崇德十四街段號崇德十二街76,2,晴,50,交岔路,交叉路口,無號誌,車與車,未依規定讓車
11001AC191B1029,20210108,120.247871,22.990884,交通事故,其他,臺南市東區段號高工局旁便道,1,晴,50,單路部分,路段,無號誌,車與車,變換車道或方向不當
11001AC191B1036,20210113,120.229512,22.971681,交通事故,其他,臺南市東區段號崇德十二街與崇德十二街76巷路口,2,晴,30,交岔路,交叉路口,無號誌,車與車,未依規定讓車
11001AC191B1053,20210113,120.233437,22.962649,交通事故,交叉路口,臺南市東區德東街段235號德東街235118,1,晴,30,交岔路,交叉路口,無號誌,車與車,未依規定讓車
11001AC191B1066,20210113,120.23454,22.997839,交通事故,交叉路口,臺南市東區中華東路1段號中華東路110,1,晴,40,交岔路,交叉路口,無號誌,汽(機)車本身,未注意車前狀態
11001AC191B1072,20210113,120.227506,22.968691,交通事故,交叉路口,臺南市東區崇德路段號崇德十八街,1,晴,50,交岔路,交叉路口,無號誌,車與車,迴轉未依規定
11001AC191B1073,20210113,120.227615,22.973021,交通事故,一般地址,臺南市東區崇德路段563號,1,晴,50,單路部分,路段,無號誌,車與車,未依規定讓車
11001AC191B1088,20210114,120.226677,22.978053,交通事故,交叉路口,臺南市東區中華東路3段號崇善路,1,晴,50,交岔路,交叉路口,行車管制號誌,車與車,違反號誌管制或指揮
11001AC191B1120,20210114,120.227976,22.990026,交通事故,交叉路口,臺南市東區東寧路段號裕豐街,2,晴,50,交岔路,交叉路口,行車管制號誌,車與車,違反號誌管制或指揮
11001AC191B1122,20210114,120.225987,22.993584,交通事故,其他,臺南市東區段號後甲國中旁便道,1,晴,30,單路部分,路段,無號誌,車與車,未靠右行駛
11001AC191B1131,20210112,120.212435,22.986773,交通事故,一般地址,臺南市東區樹林街1段150號0,2,晴,40,交岔路,交叉路口,無號誌,車與車,未依規定讓車
11001AC191B1142,20210114,120.222795,22.993725,交通事故,一般地址,臺南市東區長榮路3段6613547號0,1,晴,40,交岔路,交叉路口,無號誌,車與車,未依規定讓車
11001AC191B1154,20210114,120.216255,22.965853,交通事故,交叉路口,臺南市東區大同路2段號大同路2750,3,晴,40,交岔路,交叉路口,行車管制號誌,人與汽(機)車,未注意車前狀態
11001AC191B1157,20210110,120.224355,22.984811,交通事故,交叉路口,臺南市東區東門路2段號裕農路,1,晴,50,交岔路,交叉路口,行車管制號誌,車與車,其他引起事故之違規或不當行為
11001AC191B1160,20210110,120.236356,22.961908,交通事故,交叉路口,臺南市東區崇善路段號德東街,1,晴,50,交岔路,交叉路口,行車管制號誌,車與車,未依規定讓車
11001AC191B1162,20210111,120.237495,22.975891,交通事故,交叉路口,臺南市東區東門路3段號自由路3,1,晴,60,交岔路,交叉路口,行車管制號誌,車與車,違反號誌管制或指揮
11001AC191B1163,20210111,120.22879,22.984077,交通事故,交叉路口,臺南市東區東門路2段301號東門路230180,2,晴,30,交岔路,交叉路口,無號誌,車與車,未依規定讓車
11001AC191B1164,20210112,120.219691,22.986371,交通事故,一般地址,臺南市東區東門路2段35號,2,晴,50,單路部分,路段,無號誌,車與車,違反特定標誌(線)禁制
11001AC191B1166,20210112,120.231404,22.983478,交通事故,交叉路口,臺南市東區中華東路2段號中華東路2243,1,晴,40,交岔路,交叉路口,行車管制號誌,車與車,其他引起事故之違規或不當行為
11001AC191B1167,20210113,120.22186,22.985651,交通事故,交叉路口,臺南市東區東門路2段號衛國街,1,晴,40,交岔路,交叉路口,無號誌,車與車,未依規定讓車
11001AC191B1168,20210113,120.23455,22.997849,交通事故,交叉路口,臺南市東區中華東路1段號中華東路110,1,晴,40,交岔路,交叉路口,無號誌,車與車,左轉彎未依規定
11001AC191B1169,20210114,120.217947,22.984216,交通事故,交叉路口,臺南市東區長榮路1段號府連東路,2,晴,50,交岔路,交叉路口,行車管制號誌,車與車,未依規定讓車
11001AC191B1170,20210114,120.214631,23.001417,交通事故,交叉路口,臺南市東區小東路段號前鋒路,1,晴,50,交岔路,交叉路口,行車管制號誌(附設行人專用號誌),車與車,未依規定讓車
11001AC191B1176,20210114,120.219882,22.964699,交通事故,交叉路口,臺南市東區生產路段號崇聖路1,1,晴,50,交岔路,交叉路口,行車管制號誌,車與車,未依規定讓車
11001AC191B1178,20210114,120.219938,22.983477,交通事故,交叉路口,臺南市東區林森路1段號府連東路,1,晴,50,交岔路,交叉路口,行車管制號誌,車與車,未依規定讓車
11001AC191B1186,20210107,120.223827,22.991299,交通事故,一般地址,臺南市東區東寧路段172號0,2,晴,50,單路部分,路段,無號誌,車與車,未注意車前狀態
11001AC191B1187,20210108,120.241708,22.983416,交通事故,交叉路口,臺南市東區裕忠路段號裕興街,1,晴,40,交岔路,交叉路口,無號誌,車與車,右轉彎未依規定
