案件編號,發生日期,GPS經度,GPS緯度,案件類別名稱,地址類型名稱,發生縣市名稱,受傷人數,天候名稱, 速限-第1當事者,道路型態大類別名稱,事故位置大類別名稱,號誌-號誌種類名稱,事故類型及型態大類別名稱,肇因研判子類別名稱-主要
11004AC291B0648,20210406,120.205744,22.99568,交通事故,交叉路口,臺南市中西區民族路段號公園路,3,晴,50,交岔路,交叉路口,行車管制號誌(附設行人專用號誌),車與車,未依規定讓車
11004AC291B0656,20210407,120.20225,22.989536,交通事故,交叉路口,臺南市中西區府前路段號忠義路,1,陰,50,交岔路,交叉路口,行車管制號誌(附設行人專用號誌),車與車,尚未發現肇事因素
11004AC291B0676,20210410,120.198666,23.000517,交通事故,交叉路口,臺南市中西區成功路段號海安路二段,2,晴,50,交岔路,交叉路口,行車管制號誌(附設行人專用號誌),車與車,未保持行車安全距離
11004AC291B0678,20210407,120.192038,22.988128,交通事故,交叉路口,臺南市中西區金華路段號永華路,2,陰,50,交岔路,交叉路口,行車管制號誌(附設行人專用號誌),車與車,未注意車前狀態
11004AC291B0683,20210410,120.210023,22.994407,交通事故,其他,臺南市中西區段號民族路二段57巷口,2,晴,50,單路部分,路段,無號誌,車與車,未依規定讓車
11004AC291B0688,20210410,120.196158,22.990823,交通事故,一般地址,臺南市中西區府前路2段57號,1,晴,50,單路部分,路段,無號誌,車與車,未注意車前狀態
11004AC291B0701,20210410,120.211834,22.995858,交通事故,其他,臺南市中西區段號北門路一段161巷口,3,晴,50,交岔路,交叉路口,無號誌,車與車,未保持行車安全間隔
11004AC291B0705,20210410,120.190767,22.992506,交通事故,交叉路口,臺南市中西區金城街段號府前路2258,1,晴,50,交岔路,交叉路口,無號誌,車與車,未依規定讓車
11004AC291B0706,20210410,120.191773,22.998575,交通事故,交叉路口,臺南市中西區大新街段號大新街21,1,晴,30,交岔路,交叉路口,閃光號誌,車與車,未依規定讓車
11004AC291B0710,20210408,120.205494,22.981373,交通事故,交叉路口,臺南市中西區健康路段號慶中街,2,晴,50,交岔路,交叉路口,行車管制號誌,車與車,違反號誌管制或指揮
11004AC291B0714,20210409,120.195539,23.0016,交通事故,一般地址,臺南市中西區成功路段481號0,1,晴,50,單路部分,路段,無號誌,車與車,未依規定讓車
11004AC291B0719,20210409,120.186317,23.006085,交通事故,交叉路口,臺南市中西區中華西路2段號中華西路2851,1,晴,50,交岔路,交叉路口,無號誌,車與車,未依規定讓車
11004AC291B0729,20210410,120.195543,22.998786,交通事故,一般地址,臺南市中西區民族路3段153號,1,晴,50,單路部分,路段,無號誌,車與車,違反特定標誌(線)禁制
11004AC291B0745,20210411,120.198341,22.999288,交通事故,交叉路口,臺南市中西區海安路段號郡緯街,3,晴,50,交岔路,交叉路口,行車管制號誌,車與車,違反號誌管制或指揮
11004AC291B0753,20210411,120.208449,22.994773,交通事故,交叉路口,臺南市中西區中山路段號民族路,1,晴,50,交岔路,交叉路口,行車管制號誌,車與車,未注意車前狀態
11004AC291B0755,20210410,120.191203,22.991365,交通事故,一般地址,臺南市中西區保安路段201之1號,2,晴,50,交岔路,交叉路口,無號誌,車與車,逆向行駛
11004AC291B0760,20210411,120.207195,22.982502,交通事故,交叉路口,臺南市中西區五妃街段號健康路1170,1,晴,50,交岔路,交叉路口,行車管制號誌(附設行人專用號誌),車與車,未注意車前狀態
11004AC291B0767,20210411,120.203905,22.983226,交通事故,交叉路口,臺南市中西區南門路段號南門路237,2,晴,50,交岔路,交叉路口,無號誌,車與車,未依規定讓車
11004AC291B0784,20210411,120.198506,22.986282,交通事故,一般地址,臺南市中西區西門路1段580號,1,晴,50,單路部分,路段,無號誌,車與車,其他引起事故之違規或不當行為
11004AC291B0789,20210411,120.19897,22.990154,交通事故,交叉路口,臺南市中西區府前路段號府前路1304,2,晴,50,交岔路,交叉路口,無號誌,車與車,未依規定讓車
11004AC291B0791,20210411,120.197753,22.996667,交通事故,其他,臺南市中西區段號民權路三段71號對面水仙宮市場騎樓,1,晴,30,單路部分,其他,無號誌,汽(機)車本身,其他引起事故之違規或不當行為
11004AC291B0792,20210411,120.197575,22.989852,交通事故,一般地址,臺南市中西區西門路1段763號,2,晴,50,單路部分,路段,無號誌,車與車,未注意車前狀態
11004AC291B0801,20210411,120.204079,22.996267,交通事故,交叉路口,臺南市中西區民族路2段號忠義路2,1,晴,50,交岔路,交叉路口,行車管制號誌,汽(機)車本身,其他引起事故之違規或不當行為
11004AC291B0831,20210401,120.18733,22.997827,交通事故,一般地址,臺南市中西區民生路2段416號,2,晴,50,交岔路,交叉路口,無號誌,車與車,未注意車前狀態
11004AC291B0841,20210401,120.194431,22.989915,交通事故,交叉路口,臺南市中西區郡西路段號大仁街25,3,晴,30,交岔路,交叉路口,無號誌,車與車,未依規定讓車
11004AC291B0864,20210401,120.194359,23.00232,交通事故,一般地址,臺南市中西區文賢路段139號,2,晴,50,單路部分,路段,無號誌,車與車,起步未注意其他車(人)安全
11004AC291B0887,20210412,120.189348,22.997513,交通事故,交叉路口,臺南市中西區民生路段號臨安路,1,晴,50,交岔路,交叉路口,行車管制號誌(附設行人專用號誌),車與車,違反號誌管制或指揮
11004AC291B0910,20210413,120.192274,22.989128,交通事故,交叉路口,臺南市中西區金華路三段段號武英街,1,晴,50,交岔路,交叉路口,無號誌,車與車,左轉彎未依規定
11004AC291B0928,20210413,120.193059,22.992706,交通事故,一般地址,臺南市中西區金華路3段167號0,3,晴,50,單路部分,路段,行車管制號誌,車與車,未注意車前狀態
11004AC291B0930,20210413,120.204596,22.99199,交通事故,一般地址,臺南市中西區中正路段1號,2,晴,50,單路部分,路段,行車管制號誌,車與車,未保持行車安全距離
11004AC291B0961,20210414,120.195969,22.993207,交通事故,交叉路口,臺南市中西區中正路段號海安路,1,晴,50,交岔路,交叉路口,行車管制號誌,汽(機)車本身,其他引起事故之違規或不當行為
11004AC291B0974,20210408,120.197663,22.982629,交通事故,交叉路口,臺南市中西區西門路段號五妃街,1,晴,50,交岔路,交叉路口,行車管制號誌,車與車,未保持行車安全間隔
11004AC291B0999,20210414,120.199513,22.998887,交通事故,交叉路口,臺南市中西區國華街3段號郡緯街,3,晴,50,交岔路,交叉路口,閃光號誌,車與車,未依規定讓車
11004AC291B1027,20210401,120.209284,22.991871,交通事故,交叉路口,臺南市中西區青年路段號青年路137,2,晴,50,交岔路,交叉路口,行車管制號誌,人與汽(機)車,未注意車前狀態
11004AC291B1029,20210412,120.186576,22.996825,交通事故,交叉路口,臺南市中西區中華西路1段號府前一街,2,晴,60,交岔路,交叉路口,行車管制號誌,車與車,未注意車前狀態
11004AC291B1033,20210413,120.211371,22.982515,交通事故,交叉路口,臺南市中西區大同路1段號五妃街,1,晴,50,交岔路,交叉路口,行車管制號誌,車與車,左轉彎未依規定
11004AC291B1036,20210413,120.2118,22.994489,交通事故,交叉路口,臺南市中西區北門路1段號民族路2,1,晴,50,交岔路,交叉路口,行車管制號誌,車與車,未注意車前狀態
11004AC291B1040,20210413,120.204857,22.998435,交通事故,交叉路口,臺南市中西區成功路段號忠義路,1,晴,50,交岔路,交叉路口,行車管制號誌,車與車,違反號誌管制或指揮
11004AC291B1046,20210406,120.207193,22.981334,交通事故,一般地址,臺南市中西區建康路1段166號,2,晴,50,交岔路,交叉路口,行車管制號誌,車與車,未保持行車安全距離
11004AC291B1058,20210414,120.197972,22.981489,交通事故,一般地址,臺南市中西區健康路1段422號,1,晴,50,單路部分,路段,無號誌,車與車,未保持行車安全距離
11004AC291B1070,20210413,120.204427,22.983764,交通事故,一般地址,臺南市中西區南門路段229-1號,2,晴,50,單路部分,路段,無號誌,車與車,未注意車前狀態
11004AC291B1078,20210413,120.181212,23.005076,交通事故,交叉路口,臺南市中西區和緯路5段號和緯路559,1,晴,50,交岔路,交叉路口,無號誌,車與車,未依規定讓車
11004AC291B1091,20210415,120.194589,22.997705,交通事故,一般地址,臺南市中西區金華路4段號,1,晴,50,交岔路,交叉路口,行車管制號誌(附設行人專用號誌),車與車,起步未注意其他車(人)安全
11004AC291B1092,20210414,120.186752,23.004217,交通事故,交叉路口,臺南市中西區中華西路段號光賢街,1,晴,50,單路部分,路段,無號誌,車與車,其他引起事故之違規或不當行為
11004AC291B1096,20210411,120.197504,22.99501,交通事故,交叉路口,臺南市中西區民生路段號仁愛街,1,晴,50,交岔路,交叉路口,無號誌,車與車,未依規定讓車
11004AC291B1166,20210416,120.197893,22.990421,交通事故,交叉路口,臺南市中西區西門路段號府前路,1,晴,50,交岔路,交叉路口,行車管制號誌(附設行人專用號誌),車與車,未依規定讓車
11004AC291B1189,20210416,120.196934,22.990628,交通事故,一般地址,臺南市中西區府前路2段23號,2,晴,50,單路部分,路段,無號誌,車與車,起步未注意其他車(人)安全
11004AC291B1195,20210416,120.19788,22.994907,交通事故,交叉路口,臺南市中西區民生路段號國華街,2,晴,50,交岔路,交叉路口,行車管制號誌,車與車,未注意車前狀態
11004AC291B1199,20210416,120.200046,22.988959,交通事故,一般地址,臺南市中西區永福路1段275號,1,晴,50,交岔路,交叉路口,無號誌,車與車,未保持行車安全間隔
11004AC291B1209,20210416,120.208058,22.988962,交通事故,交叉路口,臺南市中西區府前路段號府前路1122,1,晴,50,交岔路,交叉路口,無號誌,車與車,左轉彎未依規定
11004AC291B1214,20210416,120.186892,23.004195,交通事故,交叉路口,臺南市中西區中華西路段號光賢街,2,晴,60,交岔路,交叉路口,行車管制號誌(附設行人專用號誌),車與車,未注意車前狀態
11004AC291B1234,20210415,120.194306,22.997023,交通事故,交叉路口,臺南市中西區金華路4段號和平街118,1,晴,50,交岔路,交叉路口,無號誌,人與汽(機)車,未注意車前狀態
11004AC291B1264,20210417,120.198307,22.992959,交通事故,一般地址,臺南市中西區中正路段176號,1,晴,50,單路部分,路段,無號誌,人與汽(機)車,未注意車前狀態
11004AC291B1266,20210417,120.208733,22.982476,交通事故,交叉路口,臺南市中西區五妃街段號法華街,2,晴,50,交岔路,交叉路口,無號誌,車與車,未依規定讓車
11004AC291B1282,20210417,120.209317,22.990385,交通事故,一般地址,臺南市中西區民權路1段110號,2,晴,50,交岔路,交叉路口,無號誌,車與車,未依規定讓車
11004AC291B1286,20210417,120.2064,22.99319,交通事故,一般地址,臺南市中西區中山路段32號,1,晴,50,單路部分,路段,無號誌,車與車,未注意車前狀態
11004AC291B1298,20210403,120.200836,22.99221,交通事故,交叉路口,臺南市中西區中正路段號永福路,1,晴,50,交岔路,交叉路口,行車管制號誌(附設行人專用號誌),車與車,未依規定讓車
11004AC291B1320,20210402,120.210011,22.995699,交通事故,交叉路口,臺南市中西區中山路段號西華南街,2,晴,50,交岔路,交叉路口,行車管制號誌(附設行人專用號誌),車與車,未依規定讓車
11004AC291B1335,20210418,120.199485,22.998888,交通事故,交叉路口,臺南市中西區國華街段號郡緯街,2,晴,50,交岔路,交叉路口,閃光號誌,車與車,未依規定讓車
11004AC291B1359,20210413,120.201242,22.993903,交通事故,交叉路口,臺南市中西區民生路段號永福路,1,晴,50,交岔路,交叉路口,行車管制號誌,車與車,未依規定讓車
11004AC291B1360,20210418,120.195119,22.999156,交通事故,交叉路口,臺南市中西區金華路4段號民族路3,2,晴,50,交岔路,交叉路口,行車管制號誌,車與車,迴轉未依規定
11004AC291B1365,20210418,120.193108,22.989907,交通事故,交叉路口,臺南市中西區大勇街段號大智街,2,晴,50,交岔路,交叉路口,閃光號誌,車與車,未依規定讓車
11004AC291B1376,20210418,120.192814,22.991486,交通事故,交叉路口,臺南市中西區金華路段號府前路,1,晴,50,交岔路,交叉路口,行車管制號誌,車與車,未依規定讓車
11004AC291B1378,20210407,120.195733,22.992268,交通事故,交叉路口,臺南市中西區海安路二段段號友愛街,2,晴,50,交岔路,交叉路口,行車管制號誌,車與車,未依規定讓車
11004AC291B1380,20210417,120.198376,22.991733,交通事故,交叉路口,臺南市中西區西門路段號友愛街,1,晴,40,交岔路,交叉路口,行車管制號誌(附設行人專用號誌),汽(機)車本身,未注意車前狀態
11004AC291B1385,20210417,120.208901,22.994717,交通事故,一般地址,臺南市中西區民族路2段76之14號,2,晴,50,單路部分,路段,無號誌,車與車,起步未注意其他車(人)安全
11004AC291B1393,20210413,120.208722,22.988943,交通事故,交叉路口,臺南市中西區府前路1段號府前路190,1,晴,50,交岔路,交叉路口,無號誌,車與車,未依規定讓車
11004AC291B1443,20210413,120.211019,22.984932,交通事故,交叉路口,臺南市中西區開山路段號大同路,1,晴,50,交岔路,交叉路口,行車管制號誌(附設行人專用號誌),車與車,變換車道或方向不當
11004AC291B1444,20210419,120.204583,22.988741,交通事故,一般地址,臺南市中西區南門路段93號,1,晴,50,單路部分,路段,無號誌,車與車,未依規定讓車
11004AC291B1450,20210419,120.204079,22.996267,交通事故,交叉路口,臺南市中西區民族路2段號忠義路2,1,晴,50,交岔路,交叉路口,行車管制號誌,人與汽(機)車,右轉彎未依規定
11004AC291B1484,20210419,120.205488,22.995952,交通事故,一般地址,臺南市中西區民族路2段120號,1,晴,50,單路部分,路段,無號誌,汽(機)車本身,未注意車前狀態
11004AC291B1501,20210419,120.196509,22.995368,交通事故,交叉路口,臺南市中西區民生路段號海安路,1,晴,50,交岔路,交叉路口,行車管制號誌(附設行人專用號誌),車與車,未依規定讓車
11004AC291B1548,20210420,120.201212,22.997557,交通事故,一般地址,臺南市中西區新美街段160號,1,晴,30,交岔路,交叉路口,無號誌,車與車,未依規定讓車
11004AC291B1588,20210402,120.175839,23.000266,交通事故,交叉路口,臺南市中西區華平路段號西賢二街99,1,晴,50,交岔路,交叉路口,無號誌,車與車,未依規定讓車
11004AC291B1596,20210414,120.197976,22.996594,交通事故,一般地址,臺南市中西區民權路3段61號,2,晴,50,單路部分,路段,無號誌,車與車,迴轉未依規定
11004AC291B1601,20210414,120.204076,22.984697,交通事故,交叉路口,臺南市中西區南門路段號南寧街,1,晴,50,交岔路,交叉路口,行車管制號誌,汽(機)車本身,未注意車前狀態
11004AC291B1609,20210415,120.19788,22.994907,交通事故,交叉路口,臺南市中西區民生路段號國華街,1,晴,50,交岔路,交叉路口,行車管制號誌,車與車,未依規定讓車
11004AC291B1613,20210403,120.20224,22.989534,交通事故,交叉路口,臺南市中西區府前路段號忠義路,1,晴,50,交岔路,交叉路口,行車管制號誌,車與車,左轉彎未依規定
11004AC291B1617,20210402,120.182472,23.004389,交通事故,一般地址,臺南市中西區湖美二街段14220號,1,晴,50,單路部分,路段,無號誌,車與車,未注意車前狀態
11004AC291B1627,20210407,120.206168,22.98138,交通事故,交叉路口,臺南市中西區健康路1段號健康路1200,2,晴,50,交岔路,交叉路口,無號誌,車與車,未注意車前狀態
11004AC291B1639,20210419,120.189649,22.992105,交通事故,交叉路口,臺南市中西區府前路2段號永華一街,1,晴,50,交岔路,交叉路口,行車管制號誌,車與車,違反號誌管制或指揮
11004AC291B1681,20210420,120.187626,23.004291,交通事故,交叉路口,臺南市中西區中華西路2段64620號光賢街,1,晴,50,交岔路,交叉路口,閃光號誌,車與車,未依規定讓車
11004AC291B1697,20210421,120.21082,22.985216,交通事故,一般地址,臺南市中西區開山路段315號,1,晴,50,單路部分,路段,行車管制號誌(附設行人專用號誌),車與車,起步未注意其他車(人)安全
11004AC291B1708,20210421,120.195793,22.987468,交通事故,交叉路口,臺南市中西區永華路1段號大德街,1,晴,50,交岔路,交叉路口,閃光號誌,車與車,左轉彎未依規定
11004AC291B1754,20210407,120.209592,22.983462,交通事故,一般地址,臺南市中西區法華街段103號,2,晴,30,單路部分,路段,無號誌,車與車,未保持行車安全間隔
11004AC291B1780,20210407,120.202058,22.997041,交通事故,交叉路口,臺南市中西區民族路段號赤崁街,1,晴,50,交岔路,交叉路口,行車管制號誌,車與車,未依規定讓車
11004AC291B1815,20210422,120.209217,22.981337,交通事故,交叉路口,臺南市中西區健康路段號健康路1100,4,晴,50,交岔路,交叉路口,無號誌,車與車,未注意車前狀態
11004AC291B1824,20210422,120.203972,22.983977,交通事故,交叉路口,臺南市中西區南門路段號南門路97,1,晴,50,交岔路,交叉路口,無號誌,汽(機)車本身,未注意車前狀態
11004AC291B1855,20210415,120.186799,23.000363,交通事故,交叉路口,臺南市中西區中華西路2段號中華西路2629,1,晴,40,單路部分,路段,無號誌,車與車,未依規定減速
11004AC291B1866,20210421,120.192122,22.993487,交通事故,交叉路口,臺南市中西區環河街段號金華新路,1,晴,30,交岔路,交叉路口,行車管制號誌(附設行人專用號誌),車與車,右轉彎未依規定
11004AC291B1869,20210421,120.207521,22.982001,交通事故,一般地址,臺南市中西區健康路1段16018號,3,晴,30,交岔路,交叉路口,無號誌,車與車,未依規定讓車
11004AC291B1872,20210420,120.20502,22.992595,交通事故,交叉路口,臺南市中西區民生綠園圓環段號公園路,1,晴,50,交岔路,交叉路口,行車管制號誌(附設行人專用號誌),車與車,違規超車
11004AC291B1876,20210422,120.197534,22.988531,交通事故,交叉路口,臺南市中西區西門路1段號和意路,2,晴,50,交岔路,交叉路口,行車管制號誌(附設行人專用號誌),人與汽(機)車,搶越行人穿越道
11004AC291B1894,20210422,120.190458,23.00155,交通事故,交叉路口,臺南市中西區西和路段號和善街,1,晴,50,交岔路,交叉路口,行車管制號誌,人與汽(機)車,未依規定行走行人穿越道、地下道、天橋而穿越道路
11004AC291B1900,20210423,120.19786,22.990861,交通事故,其他,臺南市中西區段號西門路二段31號旁巷口,1,陰,50,交岔路,交叉路口,無號誌,車與車,起步未注意其他車(人)安全
11004AC291B1910,20210423,120.195119,22.999156,交通事故,交叉路口,臺南市中西區民族路3段號金華路四段,1,晴,50,單路部分,路段,無號誌,人與汽(機)車,未注意車前狀態
11004AC291B1912,20210423,120.196651,22.995229,交通事故,交叉路口,臺南市中西區海安路段號民生路,1,晴,50,交岔路,交叉路口,行車管制號誌,汽(機)車本身,未注意車前狀態
11004AC291B1917,20210423,120.209773,22.995563,交通事故,交叉路口,臺南市中西區中山路段號西華南街,1,晴,50,交岔路,交叉路口,行車管制號誌,車與車,未保持行車安全距離
11004AC291B1942,20210423,120.200351,22.989942,交通事故,交叉路口,臺南市中西區府前路段號永福路,2,晴,50,單路部分,路段,無號誌,汽(機)車本身,車輪脫落或輪胎爆裂
11004AC291B1954,20210423,120.182617,23.004232,交通事故,一般地址,臺南市中西區湖美二街段14243號,1,晴,30,單路部分,路段,無號誌,車與車,開啟車門不當而肇事
11004AC291B1957,20210423,120.198345,22.992116,交通事故,一般地址,臺南市中西區西門路2段95號0,1,晴,50,單路部分,路段,無號誌,車與車,未注意車前狀態
11004AC291B1965,20210423,120.207658,22.988963,交通事故,交叉路口,臺南市中西區開山路段號府前路,1,晴,50,單路部分,路段,無號誌,車與車,其他引起事故之違規或不當行為
11004AC291B1966,20210415,120.203766,22.989163,交通事故,一般地址,臺南市中西區府前路1段239號,1,晴,50,單路部分,路段,無號誌,車與車,違反特定標誌(線)禁制
11004AC291B1976,20210422,120.188425,22.992546,交通事故,一般地址,臺南市中西區府前路2段370號,1,晴,50,單路部分,路段,無號誌,車與車,起步未注意其他車(人)安全
11004AC291B2001,20210421,120.204079,22.996267,交通事故,交叉路口,臺南市中西區民族路段號忠義路,1,晴,50,交岔路,交叉路口,行車管制號誌,車與車,未注意車前狀態
11004AC291B2037,20210424,120.21091,22.988912,交通事故,交叉路口,臺南市中西區東門圓環段號府前路,2,晴,50,交岔路,交叉路口,行車管制號誌,車與車,未依規定讓車
11004AC291B2048,20210424,120.208791,22.992081,交通事故,一般地址,臺南市中西區青年路段127號,1,晴,50,單路部分,路段,行車管制號誌,車與車,橫越道路不慎
11004AC291B2051,20210423,120.201717,22.982608,交通事故,交叉路口,臺南市中西區忠義路1段號五妃街,1,晴,50,交岔路,交叉路口,行車管制號誌(附設行人專用號誌),車與車,違反號誌管制或指揮
11004AC291B2060,20210423,120.200065,22.997554,交通事故,交叉路口,臺南市中西區西門路二段段號民族路3,2,晴,50,交岔路,交叉路口,行車管制號誌(附設行人專用號誌),車與車,其他引起事故之違規或不當行為
11004AC291B2078,20210424,120.205314,22.99833,交通事故,交叉路口,臺南市中西區成功路段號中成路,1,晴,50,單路部分,路段,行車管制號誌,車與車,未注意車前狀態
11004AC291B2104,20210424,120.203071,22.993197,交通事故,交叉路口,臺南市中西區民生路1段號忠義路2,2,晴,50,交岔路,交叉路口,行車管制號誌,車與車,左轉彎未依規定
11004AC291B2106,20210424,120.203715,22.981401,交通事故,交叉路口,臺南市中西區南門路段號健康路,1,晴,50,交岔路,交叉路口,行車管制號誌,車與車,未依規定讓車
11004AC291B2112,20210425,120.204243,22.985875,交通事故,交叉路口,臺南市中西區南門路段號樹林街,2,陰,50,交岔路,交叉路口,行車管制號誌,車與車,左轉彎未依規定
11004AC291B2126,20210419,120.201711,22.981438,交通事故,交叉路口,臺南市中西區健康路段號忠義路,2,晴,50,交岔路,交叉路口,行車管制號誌(附設行人專用號誌),車與車,迴轉未依規定
11004AC291B2135,20210424,120.210848,22.99446,交通事故,交叉路口,臺南市中西區民族路2段號萬昌街,1,晴,50,交岔路,其他,行車管制號誌,人與汽(機)車,搶越行人穿越道
11004AC291B2139,20210425,120.211348,22.988498,交通事故,交叉路口,臺南市中西區東門圓環段號大同路,2,晴,50,圓環廣場,交流道,行車管制號誌,車與車,起步未注意其他車(人)安全
11004AC291B2155,20210412,120.211144,22.984664,交通事故,交叉路口,臺南市中西區大同路段號府連路,1,晴,50,交岔路,交叉路口,行車管制號誌,車與車,其他引起事故之違規或不當行為
11004AC291B2169,20210424,120.199642,22.99598,交通事故,交叉路口,臺南市中西區西門路段號民權路,1,晴,50,交岔路,交叉路口,行車管制號誌,車與車,未依規定讓車
11004AC291B2174,20210425,120.199303,22.988384,交通事故,其他,臺南市中西區段號和意路上晶英酒店對面,2,雨,50,單路部分,路段,無號誌,人與汽(機)車,未注意車前狀態
11004AC291B2212,20210424,120.196321,22.993755,交通事故,交叉路口,臺南市中西區海安路2段22號海安路2,1,晴,50,交岔路,交叉路口,無號誌,車與車,未注意車前狀態
11004AC291B2215,20210408,120.195958,22.997214,交通事故,交叉路口,臺南市中西區民權路段號康樂街,2,晴,50,交岔路,交叉路口,行車管制號誌,車與車,未保持行車安全距離
11004AC291B2236,20210426,120.195002,23.002195,交通事故,交叉路口,臺南市中西區成功路段號臨安路,1,晴,50,交岔路,交叉路口,行車管制號誌(附設行人專用號誌),車與車,未注意車前狀態
11004AC291B2240,20210426,120.207801,22.982517,交通事故,一般地址,臺南市中西區五妃街段129號,3,晴,50,單路部分,路段,無號誌,車與車,未保持行車安全距離
11004AC291B2250,20210425,120.197398,22.993011,交通事故,交叉路口,臺南市中西區中正路段號國華街,1,陰,50,交岔路,交叉路口,行車管制號誌,車與車,未依規定讓車
11004AC291B2260,20210425,120.198849,22.990186,交通事故,一般地址,臺南市中西區府前路1段310號,1,晴,50,單路部分,路段,無號誌,車與車,未注意車前狀態
11004AC291B2277,20210408,120.199113,22.987342,交通事故,其他,臺南市中西區段號樹林街(新光三越機車停車場出入口),2,晴,50,單路部分,路段,無號誌,車與車,未依規定讓車
11004AC291B2363,20210418,120.21177,22.994055,交通事故,一般地址,臺南市中西區北門路1段109號,1,晴,50,單路部分,路段,無號誌,車與車,未依規定讓車
11004AC291B2367,20210424,120.198137,22.999341,交通事故,交叉路口,臺南市中西區海安路2段號郡緯街,2,晴,50,交岔路,交叉路口,行車管制號誌,車與車,未注意車前狀態
11004AC291B2369,20210426,120.208631,22.994779,交通事故,交叉路口,臺南市中西區中山路段號民族路,1,晴,50,交岔路,其他,行車管制號誌(附設行人專用號誌),人與汽(機)車,搶越行人穿越道
11004AC291B2372,20210425,120.197508,22.986334,交通事故,交叉路口,臺南市中西區西門路1段號樹林街2,1,陰,50,交岔路,交叉路口,行車管制號誌(附設行人專用號誌),人與汽(機)車,左轉彎未依規定
11004AC291B2420,20210428,120.191024,22.997448,交通事故,一般地址,臺南市中西區西寧街段46號0,2,晴,30,交岔路,交叉路口,無號誌,車與車,未依規定讓車
11004AC291B2424,20210428,120.205502,22.982589,交通事故,交叉路口,臺南市中西區五妃街段號慶中街,1,晴,50,交岔路,交叉路口,行車管制號誌,車與車,違反特定標誌(線)禁制
11004AC291B2437,20210425,120.204603,22.997549,交通事故,一般地址,臺南市中西區忠義路2段224號,2,晴,50,單路部分,路段,無號誌,車與車,起步未注意其他車(人)安全
11004AC291B2439,20210428,120.204593,22.988783,交通事故,一般地址,臺南市中西區南門路段93號,2,晴,50,單路部分,路段,無號誌,車與車,違反特定標誌(線)禁制
11004AC291B2463,20210414,120.208449,22.994773,交通事故,交叉路口,臺南市中西區中山路段號民族路,1,晴,50,交岔路,交叉路口,行車管制號誌(附設行人專用號誌),車與車,未依規定讓車
11004AC291B2479,20210428,120.21111,22.983502,交通事故,一般地址,臺南市中西區大同路1段225號,1,晴,50,單路部分,路段,無號誌,車與車,違反特定標誌(線)禁制
11004AC291B2484,20210423,120.186824,23.003547,交通事故,一般地址,臺南市中西區中華西路2段735號,1,晴,60,單路部分,路段,無號誌,車與車,未依規定讓車
11004AC291B2510,20210429,120.180038,23.001669,交通事故,交叉路口,臺南市中西區湖美街段號湖美街101,1,雨,50,交岔路,交叉路口,無號誌,車與車,未依規定讓車
11004AC291B2512,20210428,120.19177,22.998592,交通事故,交叉路口,臺南市中西區大新街段號大新街22,1,晴,30,交岔路,交叉路口,閃光號誌,車與車,未依規定讓車
11004AC291B2515,20210429,120.198666,23.000517,交通事故,交叉路口,臺南市中西區海安路二段段號成功路,1,雨,50,單路部分,路段,行車管制號誌(附設行人專用號誌),車與車,違反特定標誌(線)禁制
11004AC291B2523,20210429,120.200065,22.997554,交通事故,交叉路口,臺南市中西區西門路二段段號民族路2,1,雨,50,交岔路,交叉路口,行車管制號誌(附設行人專用號誌),汽(機)車本身,未注意車前狀態
11004AC291B2540,20210422,120.20153,22.99464,交通事故,交叉路口,臺南市中西區永福路段號永福路2152,2,晴,30,交岔路,交叉路口,無號誌,車與車,未依規定讓車
11004AC291B2556,20210429,120.20061,22.998518,交通事故,交叉路口,臺南市中西區西門路段號郡緯街,1,晴,50,交岔路,交叉路口,行車管制號誌,車與車,未依規定讓車
11004AC291B2565,20210423,120.209773,22.995563,交通事故,交叉路口,臺南市中西區中山路段號西華南街,1,晴,30,交岔路,交叉路口,行車管制號誌(附設行人專用號誌),車與車,未依規定讓車
11004AC291B2566,20210427,120.209311,22.986906,交通事故,交叉路口,臺南市中西區開山路段號大埔街,1,晴,50,交岔路,交叉路口,行車管制號誌,車與車,其他引起事故之違規或不當行為
11004AC291B2567,20210420,120.203875,22.983567,交通事故,交叉路口,臺南市中西區南門路段231號南門路,1,晴,50,交岔路,交叉路口,無號誌,車與車,迴轉未依規定
11004AC291B2571,20210427,120.186107,23.003385,交通事故,交叉路口,臺南市中西區頂美三街段號西湖街,1,晴,30,交岔路,交叉路口,行車管制號誌,人與汽(機)車,搶越行人穿越道
11004AC291B2572,20210420,120.208437,22.987975,交通事故,交叉路口,臺南市中西區開山路段151號開山路,1,晴,50,交岔路,交叉路口,無號誌,車與車,未保持行車安全距離
11004AC291B2574,20210426,120.207801,22.98244,交通事故,一般地址,臺南市中西區五妃街段129號,2,晴,50,單路部分,路段,無號誌,車與車,未注意車前狀態
11004AC291B2575,20210421,120.187096,22.989716,交通事故,交叉路口,臺南市中西區中華西路2段28號中華西路2,2,晴,50,交岔路,交叉路口,無號誌,車與車,未保持行車安全距離
11004AC291B2577,20210421,120.203778,22.981386,交通事故,交叉路口,臺南市中西區南門路段號健康路,1,晴,50,交岔路,交叉路口,行車管制號誌,車與車,違反號誌管制或指揮
11004AC291B2578,20210421,120.197752,22.998165,交通事故,交叉路口,臺南市中西區海安路段號民族路,1,晴,50,交岔路,交叉路口,行車管制號誌,車與車,未依規定讓車
